-10	-5,73999792696245	-5,87917452055771	-7,09523833485099	-5,30403144341232	-6,66759258510305	-6,11110001197661	-6,3921966144644	-7,92947415781486	-7,91131934753448	-5,21873038661409	-6,23141039627146	-4,6360716916314	-10,8031914808059	-7,77816283776346	-12,2168848161139	-5,20266962603062	-5,01050752464164	-5,59459185284522	-4,93404727439914	-8,54764133651681	-8,34337166544762	-7,77881922111489	-10,5963970674932	-8,60147251388183	
-6,7868084600535	-10	-11,5237376355539	-8,52246518162434	-4,54203511161972	-10,1514295164088	-8,36437593821815	-9,34206547122521	-6,7408862723284	-10,1727826408794	-6,84263574459884	-9,18567815436624	-9,56992230699152	-7,66067147485233	-11,4183771198961	-15,1072565740101	-6,69609078723935	-7,16596100310352	-7,42155351277551	-7,34423526499154	-10,2552263100904	-8,95665380556378	-9,30513819863299	-11,6732693695249	-9,42708396499299	
-9,22672358760935	-13,7209622128902	-10	-11,7750520638349	-9,17766743062016	-14,4141093934501	-13,1613464249547	-3,50900698799963	-9,43737565102953	-6,19075049397085	-10,502086388022	-13,0278150323302	-13,315497104782	-8,4699985427256	-13,497818661576	-13,315497104782	-10,0135063732033	-10,502086388022	-9,89232081640107	-10,286975008405	-13,315497104782	-12,6223499242221	-11,2154362758994	-11,6107490125436	-11,1369646604579	
-4,97802884431245	-7,79470307590746	-9,51254519440822	-10	-3,91862184235899	-8,15931950539509	-7,8418268507561	-7,95264121709639	-4,69683094443513	-8,3410648593497	-7,5275777509196	-7,8716374329433	-7,74524602275032	-6,93877015688337	-9,14883188098027	-11,6732693695249	-6,90313164143601	-6,67540342976083	-7,94176309894921	-6,12030978460329	-8,00722940738079	-7,31325748450606	-6,48067100582262	-11,0642053061755	-8,12439382254111	
-5,99684704065892	-5,3867307831553	-5,92871651458367	-5,24615473797036	-10	-5,93295797338114	-5,41776702112843	-5,11690348845234	-3,85621548867047	-6,42065821773309	-4,98270763636404	-5,19853275467868	-3,32206221164068	-7,7516154710358	-7,1082493607661	-9,88690074893173	-3,33765994262217	-4,24804606035606	-5,17062442288162	-5,59940756876436	-6,7509366081819	-5,79743292354892	-5,86959290638498	-9,79898887660885	-6,7178967541037	
-6,29948550703001	-9,16708532128962	-11,3695869557267	-7,01654785792606	-5,69520059813328	-10	-8,20753346672518	-9,14110983488636	-7,02392796522368	-9,58180363487827	-7,36528867418937	-8,6937976168427	-8,19054155365644	-7,09490693468226	-10,4628656748687	-13,7209622128902	-6,59166466396079	-7,77685136216565	-6,60659935123392	-6,2325288082432	-9,75539844053399	-8,91694116815691	-6,9069683137225	-10,2950722186376	-8,79370852773296	
-6,29963508447401	-8,4699985427256	-11,4436949278804	-7,14310085516912	-4,2070787225312	-8,76866249580687	-10	-8,6226213383748	-6,71880625848654	-8,0897504310688	-6,65791404950199	-8,49387235563049	-7,89496210550971	-8,07198797472896	-10,2950722186376	-14,4141093934501	-6,55026591271975	-6,75352393174685	-6,35199181069537	-6,80226699386969	-8,36319738769871	-8,09514127970367	-8,21157387626219	-10,7897684604737	-8,35615510507329	
-4,98837542361978	-7,57195987156597	-10,980122188965	-6,39416770577274	-4,56814502715765	-8,2581902913766	-7,52808860661398	-10	-5,6204973218608	-7,60396694333497	-6,10874896220221	-6,2764212084725	-5,84745959332128	-6,2440652333192	-9,60192503807769	-12,4681992443948	-5,49025181335022	-6,52615005685016	-5,07775330089107	-6,52446292550987	-7,90385105292696	-6,58150015193333	-7,37576454476437	-10,0833760531638	-7,82106485930767	
-6,64451956838988	-7,45994774165382	-4,42309184842862	-6,82679888742749	-4,05397261104405	-7,46138074882524	-5,69773752817349	-5,91854850216099	-10	-7,35191776116355	-6,30488444036015	-6,24349938240581	-4,10923169084785	-7,05846829047586	-8,65995071146884	-12,2168848161139	-5,61875430296625	-5,1497070633754	-5,03541962224686	-7,68011244060144	-7,91507451529681	-8,80647077934681	-8,30931616103512	-13,1613464249547	-8,25501400495818	
-6,28966253773426	-9,38040882642286	-11,1560128554286	-8,62109578506596	-5,79264628085807	-9,91429972311984	-9,06225125997404	-9,30816391954953	-7,61561110040492	-10	-6,80325660305486	-9,60599836346533	-8,47525479661442	-6,10702013984028	-10,6646053175197	-14,4141093934501	-7,16738499764817	-7,8752462423453	-6,66694442692977	-7,26851901441077	-9,89232081640107	-9,01368680396492	-9,61419513066951	-11,0819048832749	-9,26952612684411	
-5,52197903229467	-6,98785798439776	-7,40832037419661	-6,51254694016599	-4,7219912305166	-8,03738244555148	-7,37840075015751	-8,38462677915461	-5,16344315000236	-7,99005107084571	-10	-8,19650578604812	-7,36746211560135	-6,59849886141492	-9,2812564666296	-13,315497104782	-9,32343139168032	-5,97088572223405	-5,64467997651639	-6,46572410833821	-8,44796265432642	-8,23202448673348	-5,43980786077387	-10,1727826408794	-7,99492912929914	
-5,57345683820657	-7,63760240107793	-10,1236499523017	-7,17525342164867	-4,97150716851519	-8,10146755475655	-7,53167192245226	-7,95498771797751	-5,46066327377339	-7,98762093599242	-7,78474614001266	-10	-8,19351922335037	-6,91137118269526	-7,42985614349525	-12,3992063729078	-8,56911675024238	-6,92553611888195	-6,98547915484898	-6,45378576430127	-8,43269518219563	-7,75033833165403	-6,01547453815801	-11,3936845073057	-8,18264417796149	
-5,00139976937619	-6,05100021741659	-8,0606092961613	-3,87966926394715	-4,2663627989957	-6,32769911812633	-4,77143480926374	-6,0810794537072	-4,80566426777205	-5,86270803070413	-6,65428195492047	-6,00550414245077	-10	-6,18339899391017	-7,32112013622698	-10,502086388022	-7,08272170240436	-4,71362581190314	-5,21994921770296	-5,35081996418596	-6,48768731597695	-5,37913482570187	-5,26868094565107	-9,88150990029685	-5,93586495217245	
-9,14625123438678	-7,33072154582481	-6,55508241369857	-7,06487856883677	-5,91162383090615	-7,48655148717179	-7,48998876038171	-6,87854577521637	-8,345683805206	-8,2753030084442	-5,9992812087119	-6,48138836596816	-5,44025113722732	-10	-7,70176091081058	-13,0278150323302	-5,56811617886119	-6,39663704606776	-7,12552328731817	-8,90269881144136	-8,70202811597921	-7,40064366004586	-9,63498590033858	-11,3005940842397	-8,37266491403711	
